order_line_id,order_id,customer_id,product_id,quantity,unit_price,order_ts,status,coupon_code
L0005571,O003312,C00353,P0155,2,209.56,2026-02-04 14:21:20,completed,
L0005572,O003313,C00489,P0023,1,383.08,2026-03-10 11:28:26,returned,SAVE10
L0005573,O003313,C00489,P0193,1,294.03,2026-03-10 11:28:26,returned,SAVE10
L0005574,O003314,C00419,P0194,1,250.06,2026-06-24 01:13:32,completed,
L0005575,O003315,C00216,P0080,1,117.36,2026-02-20 19:27:31,returned,SAVE10
L0005576,O003315,C00216,P0175,1,210.57,2026-02-20 19:27:31,returned,
L0005577,O003315,C00216,P0119,2,41.62,2026-02-20 19:27:31,returned,FESTIVE20
L0005578,O003316,C00525,P0183,1,316.89,2026-03-17 12:45:51,cancelled,
L0005579,O003317,C00709,P0030,3,29.84,2026-04-07 13:25:11,returned,WELCOME15
L0005580,O003318,C00218,P0095,2,55.31,2026-06-11 19:48:21,completed,WELCOME15
L0005581,O003318,C00218,P0134,1,116.14,2026-06-11 19:48:21,completed,
L0005582,O003319,C00552,P0086,1,199.71,2026-04-08 01:38:36,cancelled,
L0005583,O003320,C00595,P0181,1,37.31,2026-02-23 19:19:58,completed,
L0005584,O003320,C00595,P0092,1,389.17,2026-02-23 19:19:58,completed,
L0005585,O003320,C00595,P0119,2,41.62,2026-02-23 19:19:58,completed,
L0005586,O003321,C00147,P0041,2,49.51,2026-05-12 15:16:02,COMPLETED,FESTIVE20
L0005587,O003321,C00147,P0120,-1,398.32,2026-05-12 15:16:02,COMPLETED,
L0005588,O003322,C00258,P0169,2,60.52,2026-04-14 12:59:52,COMPLETED,FESTIVE20
L0005589,O003323,C00684,P0026,1,106.77,2026-06-01 18:01:25,cancelled,
L0005590,O003323,C00684,P0044,2,347.14,2026-06-01 18:01:25,cancelled,
L0005591,O003324,C00825,P0128,1,167.67,2026-04-04 11:46:02,completed,
L0005592,O003324,C00825,P0036,1,285.22,2026-04-04 11:46:02,completed,
L0005593,O003325,C00091,P0017,2,53.8,2026-06-07 19:01:00,completed,
L0005594,O003326,C00263,P0095,1,55.31,2026-06-27 14:11:39,RETURNED,
L0005595,O003327,C00193,P0075,1,154.23,2026-06-20 00:16:39,completed,
L0005596,O003327,C00193,P0098,1,148.36,2026-06-20 00:16:39,completed,
L0005597,O003328,C00252,P0147,3,158.96,2026-06-18 17:57:19,cancelled,
L0005598,O003329,C00575,P0109,2,21.14,2026-02-26 01:35:08,completed,WELCOME15
L0005599,O003330,C00809,P0191,1,82.79,2026-03-22 23:16:51,RETURNED,
L0005600,O003331,C00122,P0184,1,233.55,2026-04-22 15:47:56,cancelled,
L0005601,O003332,C00726,P0039,2,337.77,2026-06-02 22:53:58,completed,
L0005602,O003332,C00726,P0137,1,392.14,2026-06-02 22:53:58,completed,WELCOME15
L0005603,O003333,C00906,P0119,-1,41.62,2026-04-22 06:36:10,COMPLETED,
L0005604,O003333,C00906,P0170,2,144.48,2026-04-22 06:36:10,COMPLETED,
L0005605,O003333,C00906,P0016,1,30.29,2026-04-22 06:36:10,COMPLETED,
L0005606,O003334,C00571,P0172,2,290.28,2026-02-13 18:43:30,completed,FESTIVE20
L0005607,O003335,C00325,P0156,1,104.41,2026-02-26 11:27:19,completed,
L0005608,O003335,C00325,P0116,1,23.68,2026-02-26 11:27:19,completed,WELCOME15
L0005609,O003335,C00325,P0145,2,33.41,2026-02-26 11:27:19,completed,
L0005610,O003336,C00018,P0058,1,47.04,2026-06-06 07:32:44,completed,SAVE10
L0005611,O003337,C00268,P0173,1,165.87,2026-03-01 19:02:38,CANCELLED,FESTIVE20
L0005612,O003338,C00917,P0023,1,383.08,2026-04-20 07:39:21,completed,FESTIVE20
L0005613,O003338,C00917,P0055,3,111.45,2026-04-20 07:39:21,completed,
L0005614,O003339,C00994,P0178,1,114.01,2026-03-27 06:48:18,returned,WELCOME15
L0005615,O003339,C00994,P0158,1,317.86,2026-03-27 06:48:18,returned,
L0005616,O003339,C00994,P0143,1,367.99,2026-03-27 06:48:18,returned,SAVE10
L0005617,O003340,C00757,P0178,3,114.01,2026-02-01 02:00:43,completed,SAVE10
L0005618,O003340,C00757,P0078,2,264.4,2026-02-01 02:00:43,completed,
L0005619,O003341,C00145,P0141,2,259.98,2026-01-15 08:03:23,completed,FESTIVE20
L0005619,O003341,C00145,P0141,2,259.98,2026-01-15 08:03:23,completed,FESTIVE20
L0005620,O003341,C00145,P0049,1,328.59,2026-01-15 08:03:23,completed,
L0005621,O003341,C00145,P0167,1,42.41,2026-01-15 08:03:23,completed,SAVE10
L0005622,O003342,C00056,P0062,1,65.53,2026-02-12 08:47:57,cancelled,
L0005623,O003342,C00056,P0054,1,41.81,2026-02-12 08:47:57,cancelled,
L0005624,O003342,C00056,P0014,1,122.93,2026-02-12 08:47:57,cancelled,FESTIVE20
L0005625,O003342,C00056,P0196,1,19.53,2026-02-12 08:47:57,cancelled,
L0005626,O003343,C00903,P0030,1,29.84,2026-05-15 05:38:21,completed,
L0005627,O003344,C00660,P0006,2,229.55,2026-01-16 19:27:49,cancelled,
L0005628,O003345,C00479,P0043,1,70.65,2026-04-14 13:53:34,returned,WELCOME15
L0005629,O003346,C00874,P0160,3,59.27,2026-02-07 09:23:36,cancelled,WELCOME15
L0005630,O003347,C00408,P0150,2,228.65,2026-02-03 18:10:38,cancelled,
L0005631,O003347,C00408,P0020,2,163.67,2026-02-03 18:10:38,cancelled,FESTIVE20
L0005632,O003348,C00214,P0045,1,26.03,2026-04-14 06:48:28,returned,WELCOME15
L0005633,O003348,C00214,P0131,1,63.04,2026-04-14 06:48:28,returned,WELCOME15
L0005634,O003348,C00214,P0128,1,167.67,2026-04-14 06:48:28,returned,SAVE10
L0005635,O003348,C00214,P0083,1,184.92,2026-04-14 06:48:28,returned,FESTIVE20
L0005636,O003349,C00330,P0149,1,195.12,2026-01-18 13:55:23,completed,
L0005637,O003349,C00330,P0018,1,360.22,2026-01-18 13:55:23,completed,
L0005638,O003350,C00141,P0097,3,294.38,2026-03-14 16:29:00,completed,FESTIVE20
L0005639,O003351,C00048,P0002,1,244.41,2026-06-18 01:50:49,completed,WELCOME15
L0005640,O003352,C00722,P0119,1,41.62,2026-02-17 11:02:45,completed,
L0005641,O003353,C00630,P0144,1,17.81,2026-02-06 10:11:07,completed,
L0005642,O003353,C00630,P0098,3,148.36,2026-02-06 10:11:07,completed,
L0005643,O003354,C00388,P0121,1,257.46,2026-02-11 23:06:56,completed,SAVE10
L0005644,O003355,C00135,P0140,1,51.77,2026-06-20 10:17:23,returned,
L0005645,O003355,C00135,P0170,1,144.48,2026-06-20 10:17:23,returned,
L0005646,O003356,C00356,P0184,1,233.55,2026-02-12 20:41:38,cancelled,SAVE10
L0005647,O003357,C00008,P0148,1,153.07,2026-05-23 01:04:35,completed,
L0005648,O003358,C00295,P0025,3,279.23,2026-05-14 07:13:27,completed,
L0005649,O003358,C00295,P0001,1,69.01,2026-05-14 07:13:27,completed,SAVE10
L0005650,O003359,C00399,P0016,1,30.29,2026-06-28 03:39:41,completed,SAVE10
L0005651,O003359,C00399,P0094,2,77.96,2026-06-28 03:39:41,completed,
L0005652,O003359,C00399,P0173,-1,165.87,2026-06-28 03:39:41,completed,SAVE10
L0005653,O003359,C00399,P0070,1,192.4,2026-06-28 03:39:41,completed,
L0005654,O003360,C00167,P0161,3,340.84,2026-01-22 16:57:18,completed,WELCOME15
L0005655,O003361,C00584,P0096,1,267.14,2026-01-27 14:35:28,completed,SAVE10
L0005656,O003362,C00124,P0001,-1,69.01,2026-05-02 18:13:29,completed,FESTIVE20
L0005657,O003362,C00124,P0149,-1,195.12,2026-05-02 18:13:29,completed,
L0005658,O003363,C00699,P0026,1,106.77,2026-04-03 21:27:37,completed,
L0005659,O003363,C00699,P0143,1,367.99,2026-04-03 21:27:37,completed,SAVE10
L0005660,O003364,C00804,P0105,1,242.65,2026-03-19 11:34:10,completed,
L0005661,O003365,C00426,P0065,1,140.72,2026-05-27 21:07:52,completed,WELCOME15
L0005662,O003365,C00426,P0135,1,83.39,2026-05-27 21:07:52,completed,FESTIVE20
L0005663,O003366,C00020,P0160,2,59.27,2026-01-06 22:14:22,completed,
L0005664,O003367,C00601,P0181,1,37.31,2026-06-25 12:37:07,completed,
L0005665,O003368,C00576,P0132,1,269.89,2026-03-21 21:27:12,completed,
L0005666,O003368,C00576,P0022,1,95.39,2026-03-21 21:27:12,completed,FESTIVE20
L0005667,O003369,C00542,P0177,2,322.68,2026-04-28 00:07:35,returned,
L0005668,O003369,C00542,P0060,1,172.56,2026-04-28 00:07:35,returned,FESTIVE20
L0005669,O003370,C00899,P0162,3,183.7,2026-06-06 06:12:06,completed,
L0005670,O003371,C00900,P0131,1,63.04,2026-01-05 15:32:31,returned,
L0005671,O003372,C00743,P0037,1,50.23,2026-01-07 21:11:11,CANCELLED,
L0005672,O003373,C00532,P0144,1,17.81,2026-03-22 22:15:55,completed,
L0005673,O003374,C00488,P0160,1,59.27,2026-01-26 01:51:18,completed,
L0005674,O003375,C00887,P0012,2,35.42,2026-06-06 16:18:10,completed,
L0005675,O003376,C00805,P0016,2,30.29,2026-01-08 15:31:43,completed,FESTIVE20
L0005676,O003377,C00341,P0134,1,116.14,2026-06-26 20:05:31,completed,WELCOME15
L0005677,O003377,C00341,P0195,1,49.1,2026-06-26 20:05:31,completed,
L0005678,O003377,C00341,P0086,2,199.71,2026-06-26 20:05:31,completed,FESTIVE20
L0005679,O003378,C00567,P0163,1,51.58,2026-03-10 12:11:05,completed,
L0005680,O003379,C00141,P0111,1,266.81,2026-01-27 04:17:00,completed,SAVE10
L0005681,O003379,C00141,P0055,1,111.45,2026-01-27 04:17:00,completed,
L0005682,O003380,C00713,P0156,1,104.41,2026-02-24 10:02:40,completed,SAVE10
L0005683,O003381,C00136,P0070,1,192.4,2026-05-03 16:18:32,returned,
L0005684,O003382,C00450,P0074,1,156.41,2026-02-12 09:29:53,completed,
L0005685,O003382,C00450,P0174,1,41.31,2026-02-12 09:29:53,completed,SAVE10
L0005686,O003383,C00583,P0078,1,264.4,2026-03-19 00:16:52,completed,WELCOME15
L0005687,O003383,C00583,P0093,1,150.84,2026-03-19 00:16:52,completed,
L0005688,O003383,C00583,P0190,1,40.05,2026-03-19 00:16:52,completed,SAVE10
L0005689,O003384,C00909,P0005,2,281.95,2026-05-25 16:34:42,completed,
L0005690,O003385,C00257,P0153,1,24.62,2026-02-03 15:59:35,completed,WELCOME15
L0005691,O003386,C00633,P0034,2,277.67,2026-04-11 08:33:14,returned,FESTIVE20
L0005692,O003387,C00371,P0196,-1,19.53,2026-03-27 04:10:16,completed,
L0005693,O003388,C00873,P0047,1,126.91,2026-05-22 06:17:48,completed,FESTIVE20
L0005694,O003389,C00045,P0173,1,165.87,2026-04-10 02:38:30,completed,WELCOME15
L0005695,O003390,C00241,P0054,1,41.81,2026-05-20 17:42:40,returned,SAVE10
L0005696,O003390,C00241,P0001,1,69.01,2026-05-20 17:42:40,returned,
L0005697,O003390,C00241,P0118,1,85.18,2026-05-20 17:42:40,returned,
L0005698,O003391,C00967,P0095,2,55.31,2026-02-06 02:33:38,completed,
L0005699,O003391,C00967,P0089,2,163.94,2026-02-06 02:33:38,completed,
L0005700,O003392,C00934,P0182,1,160.32,2026-01-26 19:39:17,completed,
L0005701,O003393,C00658,P0082,1,210.85,2026-01-14 08:12:12,cancelled,
L0005702,O003393,C00658,P0073,1,151.58,2026-01-14 08:12:12,cancelled,FESTIVE20
L0005703,O003394,C00788,P0145,1,33.41,2026-05-15 04:40:00,COMPLETED,
L0005704,O003394,C00788,P0038,1,94.69,2026-05-15 04:40:00,COMPLETED,
L0005705,O003394,C00788,P0009,2,105.65,2026-05-15 04:40:00,COMPLETED,
L0005706,O003395,C00989,P0001,1,69.01,2026-04-08 03:24:12,completed,FESTIVE20
L0005707,O003395,C00989,P0044,1,347.14,2026-04-08 03:24:12,completed,FESTIVE20
L0005708,O003396,C00860,P0043,1,70.65,2026-05-24 00:59:31,completed,WELCOME15
L0005709,O003397,C00080,P0169,1,60.52,2026-01-05 09:54:07,returned,
L0005710,O003397,C00080,P0075,1,154.23,2026-01-05 09:54:07,returned,SAVE10
L0005711,O003397,C00080,P0010,1,47.69,2026-01-05 09:54:07,returned,
L0005712,O003398,C00836,P0092,1,389.17,2026-05-07 02:05:59,returned,WELCOME15
L0005713,O003399,C00937,P0193,1,294.03,2026-01-04 17:03:03,completed,FESTIVE20
L0005714,O003399,C00937,P0030,1,29.84,2026-01-04 17:03:03,completed,
L0005715,O003399,C00937,P0100,1,93.91,2026-01-04 17:03:03,completed,FESTIVE20
L0005716,O003399,C00937,P0007,-1,27.92,2026-01-04 17:03:03,completed,
L0005717,O003400,C00881,P0122,-1,57.05,2026-04-25 17:22:30,completed,
L0005718,O003400,C00881,P0116,3,23.68,2026-04-25 17:22:30,completed,
L0005719,O003401,C00560,P0046,1,76.23,2026-03-26 11:32:04,completed,
L0005720,O003402,C00197,P0134,3,116.14,2026-04-07 15:08:21,completed,
L0005721,O003402,C00197,P0185,1,38.0,2026-04-07 15:08:21,completed,
L0005722,O003403,C00239,P0045,1,26.03,2026-04-01 11:02:24,completed,
L0005723,O003403,C00239,P0040,1,121.0,2026-04-01 11:02:24,completed,SAVE10
L0005724,O003404,C00912,P0111,1,266.81,2026-04-11 22:43:17,completed,
L0005725,O003404,C00912,P0153,3,24.62,2026-04-11 22:43:17,completed,
L0005726,O003405,C00347,P0113,1,319.88,2026-02-12 23:59:54,completed,
L0005727,O003405,C00347,P0116,2,23.68,2026-02-12 23:59:54,completed,
L0005728,O003405,C00347,P0179,1,117.15,2026-02-12 23:59:54,completed,
L0005729,O003406,C00660,P0043,2,70.65,2026-04-19 00:17:51,completed,
L0005730,O003407,C00175,P0094,1,77.96,2026-06-02 11:38:50,completed,FESTIVE20
L0005731,O003407,C00175,P0097,1,294.38,2026-06-02 11:38:50,completed,FESTIVE20
L0005732,O003407,C00175,P0168,3,92.75,2026-06-02 11:38:50,completed,
L0005733,O003407,C00175,P0049,1,328.59,2026-06-02 11:38:50,completed,FESTIVE20
L0005734,O003408,C00228,P0145,1,33.41,2026-01-04 13:02:07,completed,
L0005735,O003409,C00099,P0024,1,119.83,2026-06-21 23:43:20,completed,
L0005736,O003410,C00655,P0132,1,269.89,2026-04-20 01:45:33,completed,SAVE10
L0005737,O003411,C00515,P0196,1,19.53,2026-06-08 13:16:20,completed,FESTIVE20
L0005738,O003412,C00358,P0078,1,264.4,2026-06-10 05:40:37,cancelled,
L0005739,O003412,C00358,P0084,1,340.02,2026-06-10 05:40:37,cancelled,
L0005740,O003413,C00507,P0165,2,63.33,2026-06-17 10:03:51,cancelled,FESTIVE20
L0005741,O003414,C00782,P0104,3,349.17,2026-03-08 01:48:32,completed,
L0005742,O003415,C00111,P0019,1,244.98,2026-05-08 21:57:54,completed,
L0005743,O003416,C00176,P0160,3,59.27,2026-02-15 03:01:56,completed,SAVE10
L0005744,O003416,C00176,P0165,1,63.33,2026-02-15 03:01:56,completed,SAVE10
L0005745,O003417,C00785,P0011,1,64.02,2026-05-28 15:22:28,completed,
L0005746,O003417,C00785,P0057,1,22.09,2026-05-28 15:22:28,completed,
L0005747,O003418,C00320,P0169,1,60.52,2026-04-09 03:39:30,completed,
L0005748,O003418,C00320,P0127,1,230.01,2026-04-09 03:39:30,completed,
L0005749,O003418,C00320,P0185,1,38.0,2026-04-09 03:39:30,completed,
L0005750,O003419,C00984,P0125,1,163.08,2026-01-15 02:53:12,completed,FESTIVE20
L0005751,O003419,C00984,P0068,1,361.45,2026-01-15 02:53:12,completed,FESTIVE20
L0005752,O003419,C00984,P0142,1,33.62,2026-01-15 02:53:12,completed,
L0005753,O003419,C00984,P0164,1,354.25,2026-01-15 02:53:12,completed,WELCOME15
L0005754,O003420,C00814,P0022,1,95.39,2026-02-15 11:39:10,completed,WELCOME15
L0005755,O003420,C00814,P0167,2,42.41,2026-02-15 11:39:10,completed,FESTIVE20
L0005756,O003420,C00814,P0001,1,69.01,2026-02-15 11:39:10,completed,FESTIVE20
L0005757,O003421,C00526,P0019,1,244.98,2026-02-05 11:40:43,cancelled,WELCOME15
L0005758,O003422,C00540,P0006,1,229.55,2026-03-26 07:51:29,COMPLETED,
L0005759,O003423,C00136,P0158,1,317.86,2026-06-04 05:44:25,returned,
L0005760,O003423,C00136,P0010,1,47.69,2026-06-04 05:44:25,returned,
L0005761,O003423,C00136,P0140,3,51.77,2026-06-04 05:44:25,returned,WELCOME15
L0005762,O003424,C00809,P0133,3,352.92,2026-03-24 18:07:00,completed,
L0005763,O003425,C00113,P0039,2,337.77,2026-03-20 09:05:05,completed,SAVE10
L0005764,O003426,C00391,P0099,1,41.93,2026-03-25 04:58:58,returned,FESTIVE20
L0005765,O003427,C00065,P0153,1,24.62,2026-04-01 04:52:20,completed,SAVE10
L0005766,O003427,C00065,P0041,2,49.51,2026-04-01 04:52:20,completed,
L0005767,O003428,C00086,P0179,1,117.15,2026-05-22 04:58:20,completed,SAVE10
L0005768,O003429,C00995,P0056,1,30.69,2026-03-01 05:18:09,completed,SAVE10
L0005769,O003430,C00119,P0176,3,152.07,2026-06-15 20:20:18,returned,
L0005769,O003430,C00119,P0176,3,152.07,2026-06-15 20:20:18,returned,
L0005770,O003430,C00119,P0005,1,281.95,2026-06-15 20:20:18,returned,
L0005771,O003430,C00119,P0164,1,354.25,2026-06-15 20:20:18,returned,
L0005772,O003430,C00119,P0135,1,83.39,2026-06-15 20:20:18,returned,WELCOME15
L0005773,O003431,C00805,P0142,1,33.62,2026-04-09 09:33:56,completed,
L0005774,O003431,C00805,P0012,3,35.42,2026-04-09 09:33:56,completed,
L0005775,O003432,C00236,P0112,1,291.53,2026-01-23 18:58:24,completed,WELCOME15
L0005776,O003433,C00161,P0164,1,354.25,2026-06-20 13:41:19,returned,FESTIVE20
L0005777,O003433,C00161,P0107,1,232.43,2026-06-20 13:41:19,returned,SAVE10
L0005778,O003433,C00161,P0083,1,184.92,2026-06-20 13:41:19,returned,
L0005779,O003434,C00932,P0163,1,51.58,2026-04-12 14:29:45,completed,SAVE10
L0005780,O003434,C00932,P0043,1,70.65,2026-04-12 14:29:45,completed,
L0005781,O003435,C00179,P0120,2,398.32,2026-05-28 14:49:13,completed,WELCOME15
L0005782,O003435,C00179,P0066,2,27.87,2026-05-28 14:49:13,completed,
L0005783,O003436,C00882,P0088,1,162.05,2026-03-25 19:49:51,completed,
L0005784,O003436,C00882,P0187,1,358.29,2026-03-25 19:49:51,completed,
L0005785,O003437,C00103,P0052,1,292.57,2026-03-08 12:26:20,returned,
L0005786,O003437,C00103,P0056,1,30.69,2026-03-08 12:26:20,returned,
L0005787,O003437,C00103,P0086,2,199.71,2026-03-08 12:26:20,returned,
L0005788,O003438,C00428,P0107,2,232.43,2026-05-26 05:08:49,returned,FESTIVE20
L0005789,O003438,C00428,P0078,1,264.4,2026-05-26 05:08:49,returned,
L0005790,O003439,C00997,P0163,1,51.58,2026-02-27 22:39:35,completed,WELCOME15
L0005791,O003440,C00627,P0023,1,383.08,2026-01-12 21:29:30,completed,
L0005792,O003441,C00791,P0157,1,310.93,2026-05-04 20:24:53,completed,
L0005793,O003442,C00559,P0154,1,229.35,2026-04-24 12:21:02,returned,SAVE10
L0005794,O003443,C00909,P0017,1,53.8,2026-04-27 23:38:48,completed,
L0005795,O003443,C00909,P0165,1,63.33,2026-04-27 23:38:48,completed,
L0005796,O003444,C00016,P0086,1,199.71,2026-01-05 14:31:14,completed,
L0005797,O003444,C00016,P0165,1,63.33,2026-01-05 14:31:14,completed,
L0005798,O003445,C00855,P0114,1,58.18,2026-06-17 05:24:55,completed,
L0005799,O003445,C00855,P0026,1,106.77,2026-06-17 05:24:55,completed,
L0005800,O003445,C00855,P0016,1,30.29,2026-06-17 05:24:55,completed,
L0005801,O003446,C00516,P0035,1,59.64,2026-04-03 08:06:17,completed,
L0005802,O003446,C00516,P0172,-1,290.28,2026-04-03 08:06:17,completed,
L0005803,O003446,C00516,P0029,1,266.76,2026-04-03 08:06:17,completed,
L0005804,O003447,C00207,P0177,1,322.68,2026-06-17 23:04:26,completed,SAVE10
L0005805,O003447,C00207,P0014,1,122.93,2026-06-17 23:04:26,completed,
L0005806,O003448,C00266,P0151,1,100.51,2026-02-18 18:18:31,completed,
L0005807,O003449,C00342,P0074,1,156.41,2026-05-15 18:35:37,returned,
L0005808,O003449,C00342,P0167,3,42.41,2026-05-15 18:35:37,returned,
L0005809,O003449,C00342,P0003,1,41.1,2026-05-15 18:35:37,returned,WELCOME15
L0005810,O003450,C00780,P0167,1,42.41,2026-04-15 16:20:51,completed,SAVE10
L0005811,O003450,C00780,P0159,1,319.64,2026-04-15 16:20:51,completed,WELCOME15
L0005812,O003451,C01000,P0062,3,65.53,2026-06-14 19:11:54,completed,
L0005813,O003452,C00688,P0169,1,60.52,2026-06-05 20:22:47,completed,SAVE10
L0005814,O003452,C00688,P0053,1,222.95,2026-06-05 20:22:47,completed,FESTIVE20
L0005815,O003453,C00224,P0009,1,105.65,2026-01-06 11:10:19,completed,
L0005816,O003453,C00224,P0030,1,29.84,2026-01-06 11:10:19,completed,SAVE10
L0005817,O003453,C00224,P0061,1,211.03,2026-01-06 11:10:19,completed,SAVE10
L0005818,O003454,C00422,P0149,1,195.12,2026-02-10 18:40:11,completed,
L0005819,O003455,C00908,P0156,1,104.41,2026-05-16 02:29:59,completed,
L0005820,O003455,C00908,P0090,2,375.83,2026-05-16 02:29:59,completed,
L0005821,O003455,C00908,P0045,1,26.03,2026-05-16 02:29:59,completed,
L0005822,O003455,C00908,P0124,1,28.31,2026-05-16 02:29:59,completed,WELCOME15
L0005823,O003456,C00204,P0165,1,63.33,2026-06-25 06:54:07,completed,
L0005824,O003457,C00431,P0178,1,114.01,2026-06-18 21:46:45,completed,SAVE10
L0005825,O003458,C00228,P0192,3,78.39,2026-04-22 14:50:08,completed,
L0005826,O003459,C00385,P0081,3,163.83,2026-05-19 03:43:59,cancelled,WELCOME15
L0005827,O003459,C00385,P0145,2,33.41,2026-05-19 03:43:59,cancelled,
L0005828,O003460,C00293,P0164,2,354.25,2026-05-08 06:06:49,completed,SAVE10
L0005829,O003461,C00030,P0178,1,114.01,2026-02-13 23:53:08,completed,
L0005830,O003462,C00769,P0044,1,347.14,2026-04-08 05:14:43,completed,
L0005831,O003463,C00363,P0062,2,65.53,2026-04-03 06:44:57,completed,FESTIVE20
L0005832,O003463,C00363,P0172,1,290.28,2026-04-03 06:44:57,completed,
L0005833,O003464,C00977,P0173,2,165.87,2026-03-10 06:01:00,completed,FESTIVE20
L0005834,O003464,C00977,P0121,3,257.46,2026-03-10 06:01:00,completed,
L0005835,O003465,C00301,P0025,1,279.23,2026-04-27 23:52:50,completed,
L0005836,O003466,C00907,P0091,1,107.19,2026-03-08 07:45:27,COMPLETED,WELCOME15
L0005837,O003467,C00058,P0098,1,148.36,2026-04-02 05:52:58,COMPLETED,
L0005838,O003467,C00058,P0148,1,153.07,2026-04-02 05:52:58,COMPLETED,SAVE10
L0005839,O003468,C00959,P0096,1,267.14,2026-03-23 04:27:05,completed,
L0005840,O003468,C00959,P0196,3,19.53,2026-03-23 04:27:05,completed,FESTIVE20
L0005841,O003469,C00110,P0067,1,24.71,2026-06-23 08:04:11,cancelled,WELCOME15
L0005842,O003469,C00110,P0132,2,269.89,2026-06-23 08:04:11,cancelled,SAVE10
L0005843,O003470,C00791,P0002,3,244.41,2026-04-02 00:00:56,completed,FESTIVE20
L0005844,O003470,C00791,P0162,1,183.7,2026-04-02 00:00:56,completed,
L0005845,O003471,C00728,P0152,1,154.47,2026-06-19 20:41:09,completed,
L0005846,O003472,C00877,P0001,1,69.01,2026-01-20 17:30:56,returned,
L0005847,O003473,C00371,P0183,1,316.89,2026-04-14 23:00:06,RETURNED,SAVE10
L0005848,O003474,C00130,P0158,1,317.86,2026-04-05 09:38:50,completed,
L0005849,O003474,C00130,P0104,2,349.17,2026-04-05 09:38:50,completed,SAVE10
L0005850,O003475,C00083,P0118,3,85.18,2026-04-16 06:04:13,completed,
L0005851,O003475,C00083,P0084,1,340.02,2026-04-16 06:04:13,completed,FESTIVE20
L0005852,O003476,C00437,P0095,1,55.31,2026-02-26 11:21:39,completed,
L0005853,O003477,C00772,P0121,1,257.46,2026-04-21 10:07:24,completed,SAVE10
L0005854,O003478,C00710,P0032,1,196.06,2026-02-14 05:34:05,cancelled,SAVE10
L0005855,O003479,C00207,P0163,3,51.58,2026-03-13 00:45:30,completed,FESTIVE20
L0005856,O003480,C00309,P0037,1,50.23,2026-06-24 09:27:44,completed,FESTIVE20
L0005857,O003481,C00572,P0126,3,107.67,2026-06-06 03:48:08,completed,
L0005858,O003482,C00922,P0171,1,326.12,2026-03-02 06:49:04,COMPLETED,
L0005859,O003483,C00679,P0057,1,22.09,2026-04-11 22:26:39,returned,
L0005860,O003483,C00679,P0126,1,107.67,2026-04-11 22:26:39,returned,
L0005861,O003484,C00348,P0064,1,356.58,2026-06-08 20:51:33,cancelled,
L0005862,O003484,C00348,P0095,2,55.31,2026-06-08 20:51:33,cancelled,
L0005863,O003485,C00743,P0183,2,316.89,2026-05-15 13:53:24,completed,WELCOME15
L0005864,O003486,C00647,P0175,1,210.57,2026-01-28 07:57:38,completed,
L0005865,O003487,C00098,P0032,2,196.06,2026-01-28 23:57:43,returned,
L0005866,O003487,C00098,P0181,1,37.31,2026-01-28 23:57:43,returned,
L0005867,O003488,C00940,P0123,2,106.28,2026-03-02 19:47:15,completed,
L0005868,O003489,C00498,P0112,1,291.53,2026-02-22 23:58:08,completed,
L0005869,O003489,C00498,P0180,1,187.3,2026-02-22 23:58:08,completed,
L0005870,O003490,C00810,P0078,1,264.4,2026-05-16 22:57:41,returned,FESTIVE20
L0005871,O003491,C00901,P0023,1,383.08,2026-03-15 22:37:30,completed,
L0005872,O003491,C00901,P0166,2,87.18,2026-03-15 22:37:30,completed,
L0005873,O003491,C00901,P0151,2,100.51,2026-03-15 22:37:30,completed,
L0005874,O003492,C00654,P0186,2,384.65,2026-06-19 11:06:01,returned,
L0005875,O003492,C00654,P0196,1,19.53,2026-06-19 11:06:01,returned,WELCOME15
L0005876,O003492,C00654,P0109,1,21.14,2026-06-19 11:06:01,returned,
L0005877,O003492,C00654,P0006,1,229.55,2026-06-19 11:06:01,returned,WELCOME15
L0005878,O003493,C00339,P0025,1,279.23,2026-01-21 07:03:56,completed,
L0005879,O003494,C00454,P0073,1,151.58,2026-04-12 03:51:14,completed,FESTIVE20
L0005880,O003494,C00454,P0064,2,356.58,2026-04-12 03:51:14,completed,WELCOME15
L0005881,O003494,C00454,P0019,-1,244.98,2026-04-12 03:51:14,completed,
L0005882,O003495,C00965,P0082,1,210.85,2026-06-22 18:10:48,cancelled,WELCOME15
L0005883,O003496,C00408,P0030,3,29.84,2026-01-05 22:48:36,completed,
L0005884,O003497,C00647,P0190,1,40.05,2026-03-13 02:17:46,completed,
L0005885,O003498,C00312,P0017,1,53.8,2026-05-27 20:36:55,returned,
L0005886,O003499,C00785,P0174,1,41.31,2026-03-19 01:19:03,completed,
L0005887,O003500,C00258,P0163,1,51.58,2026-02-08 15:46:15,COMPLETED,
L0005888,O003501,C00642,P0020,2,163.67,2026-04-04 16:36:57,completed,FESTIVE20
L0005889,O003502,C00950,P0157,1,310.93,2026-06-27 23:46:18,cancelled,
L0005890,O003502,C00950,P0127,1,230.01,2026-06-27 23:46:18,cancelled,
L0005891,O003502,C00950,P0035,1,59.64,2026-06-27 23:46:18,cancelled,SAVE10
L0005892,O003502,C00950,P0123,2,106.28,2026-06-27 23:46:18,cancelled,
L0005893,O003503,C00503,P0170,2,144.48,2026-06-19 13:15:05,completed,
